Pos,act,x,y,v,a,Duration,Gradient,SOC,Power,Energy,F_load,F_traction,Wind,dt,Brake,Throttle,Power,Torque,dt_Energy_wh,Total_Reward,dt_Time_reward,dt_Energy_reward,dt_Position_reward
0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.4937648579662244,0.0,0.3,0.0,54.0,0.0,-1.2937648579662244,-1.4937648579662244,-0.0,0.2
1.0,0.3,0.0,0.0,1.3388987863165762,0.8963250000000001,1.4937648579662244,0.0,0.5,0.0,0.0,7.3500000000000005,1800.0000000000002,4.0,0.6266483728444069,0.0,0.3,2.4100178153698373,54.0,0.41950937292431684,-0.6364030593065653,-0.6266483728444069,-0.20975468646215842,0.2
2.0,0.3,1.0,0.0,1.852683699729858,0.8198934772321693,2.120413230810631,0.0,0.4999580490627076,2.4100178153698373,0.00041950937292431685,160.2130455356616,1800.0000000000002,4.0,0.4871993833410341,0.0,0.3,3.334830659513745,54.0,0.4513131780171863,-0.5128559723496273,-0.4871993833410341,-0.22565658900859314,0.2
3.0,0.3,2.0,0.0,2.252411753254017,0.820460918449796,2.607612614151665,0.0,0.49991291774490587,3.334830659513745,0.0008708225509415032,159.07816310040832,1800.0000000000002,4.0,0.41290384849539374,0.0,0.3,4.05434115585723,54.0,0.4650147406574203,-0.4454112188241039,-0.41290384849539374,-0.23250737032871016,0.2
4.0,0.3,3.0,0.0,2.5913308788796106,0.8208185195187748,3.020516462647059,0.0,0.4998664162708401,4.05434115585723,0.0013358372915989235,158.36296096245067,1800.0000000000002,4.0,0.36481704109578483,0.0,0.3,4.6643955819833,54.0,0.4726808318664996,-0.40115745702903466,-0.36481704109578483,-0.2363404159332498,0.2
5.0,0.3,4.0,0.0,2.8908690981366583,0.8210642199096231,3.385333503742844,0.0,0.49981914818765344,4.6643955819833,0.001808518123465423,157.87156018075413,1800.0000000000002,4.0,0.3304101161305289,0.0,0.3,5.203564376645984,54.0,0.47758619721674517,-0.36920321473890144,-0.3304101161305289,-0.23879309860837258,0.2
6.0,0.3,5.0,0.0,3.1622142577152434,0.8212374450163317,3.715743619873373,0.0,0.49977138956793177,5.203564376645984,0.002286104320682168,157.52510996733696,1800.0000000000002,4.0,0.3042149786591737,0.0,0.3,5.691985663887439,54.0,0.48099647146328883,-0.3447132143908181,-0.3042149786591737,-0.24049823573164442,0.2
7.0,0.3,6.0,0.0,3.4120839032090835,0.8213587858005525,4.019958598532547,0.0,0.49972328992078546,5.691985663887439,0.002767100792145457,157.28242839889506,1800.0000000000002,4.0,0.2834077308296808,0.0,0.3,6.14175102577635,54.0,0.4835054782044832,-0.3251604699319223,-0.2834077308296808,-0.2417527391022416,0.2
8.0,0.3,7.0,0.0,3.6448865223833966,0.8214406095866887,4.303366329362228,0.0,0.49967493937296503,6.14175102577635,0.0032506062703499404,157.11878082662275,1800.0000000000002,4.0,0.2663617041478864,0.0,0.3,6.560795740290113,54.0,0.4854290927638523,-0.3090762505298125,-0.2663617041478864,-0.24271454638192616,0.2
9.0,0.3,8.0,0.0,3.8637002744412734,0.821491035124138,4.569728033510114,0.0,0.49962639646368867,6.560795740290113,0.003736035363113793,157.01792975172435,1800.0000000000002,4.0,0.25206454606111794,0.0,0.3,6.954660493994292,54.0,0.4869509278966282,-0.29554001000943203,-0.25206454606111794,-0.2434754639483141,0.2
10.0,0.3,9.0,0.0,4.070775264750393,0.8215157329540118,4.821792579571232,0.0,0.499577701370899,6.954660493994292,0.004222986291010421,156.96853409197672,1800.0000000000002,4.0,0.239848679151437,0.0,0.3,7.327395476550707,54.0,0.4881850351863615,-0.28394119674461776,-0.239848679151437,-0.24409251759318076,0.2
11.0,0.3,10.0,0.0,4.267815475692244,0.8215188494635927,5.061641258722669,0.0,0.4995288828673804,7.327395476550707,0.004711171326196782,156.9623010728149,1800.0000000000002,4.0,0.2292535905055547,0.0,0.3,7.682067856246041,54.0,0.4892060107088095,-0.2738565958599594,-0.2292535905055547,-0.24460300535440474,0.2
12.0,0.3,11.0,0.0,4.456148108556909,0.8215035256344282,5.2908948492282235,0.0,0.49947996226630953,7.682067856246041,0.005200377336905592,156.99294873114368,1800.0000000000002,4.0,0.21994991779415424,0.0,0.3,8.021066595402436,54.0,0.490064705077834,-0.26498227033307126,-0.21994991779415424,-0.245032352538917,0.2
13.0,0.3,12.0,0.0,4.6368308533240405,0.8214722086699217,5.510844767022378,0.0,0.49943095579580177,8.021066595402436,0.005690442041983426,157.05558266015683,1800.0000000000002,4.0,0.21169501064305854,0.0,0.3,8.346295535983273,54.0,0.49079697842224745,-0.25709349985418223,-0.21169501064305854,-0.24539848921112373,0.2
14.0,0.3,13.0,0.0,4.8107228189549796,0.8214268494222585,5.722539777665436,0.0,0.49938187609795953,8.346295535983273,0.0061812390204056735,157.14630115548306,1800.0000000000002,4.0,0.20430561694219987,0.0,0.3,8.659301074118964,54.0,0.49142884673225806,-0.25002004030832886,-0.20430561694219987,-0.24571442336612903,0.2
15.0,0.3,14.0,0.0,4.978533125970034,0.8213690329548303,5.9268453946076365,0.0,0.4993327332132863,8.659301074118964,0.006672667867137931,157.26193409033945,1800.0000000000002,4.0,0.19764040182573253,0.0,0.3,8.961359626746063,54.0,0.491979643759719,-0.243630223705592,-0.19764040182573253,-0.2459898218798595,0.2
16.0,0.3,15.0,0.0,5.1408552014288835,0.8213000679991294,6.124485796433369,0.0,0.49928353524891034,8.961359626746063,0.00716464751089765,157.39986400174138,1800.0000000000002,4.0,0.19158837127461253,0.0,0.3,9.25353936257199,54.0,0.49246403750018997,-0.2378203900247075,-0.19158837127461253,-0.24623201875009498,0.2
17.0,-0.1,16.0,0.0,5.298191604873724,0.8212210500987154,6.316074167707981,0.0,0.4992342888451603,9.25353936257199,0.0076571115483978405,157.55789980256944,1800.0000000000002,4.0,0.1900348575067618,-0.1,0.0,-3.178914962924234,-18.0,-0.1342454782234266,0.07708788160495152,-0.1900348575067618,0.0671227391117133,0.2
18.0,-0.1,17.0,0.0,5.226193650903195,-0.378867092675181,6.506109025214743,0.0,0.49924771339298263,-2.5431319703393873,0.007522866070174414,157.73418535036188,-600.0,4.0,0.19268952599792255,-0.1,0.0,-3.1357161905419177,-18.0,-0.13427103698211856,0.07444599249313674,-0.19268952599792255,0.06713551849105928,0.2
19.0,-0.1,18.0,0.0,5.153197974384531,-0.3788253468403418,6.698798551212665,0.0,0.49926114049668086,-2.5085729524335343,0.007388595033192295,157.6506936806836,-600.0,4.0,0.1954583512436525,-0.1,0.0,-3.091918784630719,-18.0,-0.13429807729404403,0.07169068740336954,-0.1954583512436525,0.06714903864702201,0.2
20.0,-0.1,19.0,0.0,5.079161194168796,-0.37878545349767867,6.894256902456317,0.0,0.49927457030441025,-2.473535027704575,0.007254296955898251,157.57090699535723,-600.0,4.0,0.19834977659450845,-0.1,0.0,-3.0474967165012776,-18.0,-0.13432673175345033,0.06881358928221673,-0.19834977659450845,0.06716336587672517,0.2
21.0,-0.1,20.0,0.0,5.004036713842242,-0.37874749150906406,7.092606679050825,0.0,0.4992880029775856,-2.4379973732010223,0.007119970224144801,157.49498301812804,-600.0,4.0,0.20137314673737033,-0.1,0.0,-3.0024220283053453,-18.0,-0.13435714926076564,0.0658054278930125,-0.20137314673737033,0.06717857463038282,0.2
22.0,-0.1,21.0,0.0,4.9277743781973475,-0.3787115456081926,7.293979825788195,0.0,0.49930143869251165,-2.4019376226442763,0.006985613074884035,157.42309121638513,-600.0,4.0,0.2045388353257372,-0.1,0.0,-2.9566646269184087,-18.0,-0.13438949760859922,0.06265591347856242,-0.2045388353257372,0.06719474880429961,0.2
